file_path	top_archive_dir	sub_bucket	classification	reason	recommended_next_action
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/010.constitution/150.security/0101500000_PERSONA_SECURITY_CONSTITUTION_INDEX.md	020.deep_index_original_backup_20260417_083712	150.security	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/010.constitution/160.governance/0101600000_PERSONA_GOVERNANCE_CONSTITUTION_INDEX.md	020.deep_index_original_backup_20260417_083712	160.governance	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/010.constitution/170.operations_support/0101700000_PERSONA_OPERATIONS_SUPPORT_CONSTITUTION_INDEX.md	020.deep_index_original_backup_20260417_083712	170.operations_support	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/000_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	020.architecture	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/010.core/0200100000_PERSONA_CORE_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	010.core	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/020.identity/0200200000_PERSONA_IDENTITY_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	020.identity	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/030.state/0200300000_PERSONA_STATE_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	030.state	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/040.memory/0200400000_PERSONA_MEMORY_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	040.memory	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/050.growth/0200500000_PERSONA_GROWTH_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	050.growth	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/060.builder/0200600000_PERSONA_BUILDER_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	060.builder	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/070.visual/0200700000_PERSONA_VISUAL_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	070.visual	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/080.runtime_hosting/0200800000_PERSONA_RUNTIME_HOSTING_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	080.runtime_hosting	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/090.snapshot/0200900000_PERSONA_SNAPSHOT_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	090.snapshot	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/100.package/0201000000_PERSONA_PACKAGE_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	100.package	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/110.distribution/0201100000_PERSONA_DISTRIBUTION_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	110.distribution	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/120.external_reflection/000_EXTERNAL_REFLECTION_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	120.external_reflection	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/120.external_rights/0201200000_PERSONA_EXTERNAL_RIGHTS_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	120.external_rights	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/130.access_license_transfer/0201300000_PERSONA_ACCESS_LICENSE_TRANSFER_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	130.access_license_transfer	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/140.integration/0201400000_PERSONA_INTEGRATION_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	140.integration	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/140.visual/0201400000_PERSONA_VISUAL_INDEX.md	020.deep_index_original_backup_20260417_083712	140.visual	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/150.security/0201500000_PERSONA_SECURITY_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	150.security	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/160.governance/0201600000_PERSONA_GOVERNANCE_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	160.governance	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/020.architecture/170.operations_support/0201700000_PERSONA_OPERATIONS_SUPPORT_ARCHITECTURE_INDEX.md	020.deep_index_original_backup_20260417_083712	170.operations_support	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/000_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	030.model	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/010.core/0300100000_PERSONA_CORE_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	010.core	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/020.identity/0300200000_PERSONA_IDENTITY_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	020.identity	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/030.state/0300300000_PERSONA_STATE_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	030.state	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/040.memory/0300400000_PERSONA_MEMORY_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	040.memory	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/050.growth/0300500000_PERSONA_GROWTH_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	050.growth	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/060.builder/0300600000_PERSONA_BUILDER_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	060.builder	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/070.visual/0300700000_PERSONA_VISUAL_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	070.visual	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/080.runtime_hosting/0300800000_PERSONA_RUNTIME_HOSTING_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	080.runtime_hosting	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/090.snapshot/0300900000_PERSONA_SNAPSHOT_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	090.snapshot	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/100.package/0301000000_PERSONA_PACKAGE_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	100.package	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/110.distribution/0301100000_PERSONA_DISTRIBUTION_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	110.distribution	review_required	general archive content without active delete rule	keep_for_now_and_review_later
/data/data/com.termux/files/home/01.civilization-system/02.persona-os/999.archive/020.deep_index_original_backup_20260417_083712/030.model/120.external_reflection/000_EXTERNAL_REFLECTION_MODEL_INDEX.md	020.deep_index_original_backup_20260417_083712	120.external_reflection	review_required	general archive content without active delete rule	keep_for_now_and_review_later
